,City,Median_Household_Income,Percent_Male,Percent_Female,Percent_over_25y,Percent_HS_less,Percent_HS,Percent_Some_Col_Assoc,Percent_BS_over,Percent_unemployed,Poverty_Rate,Percent_Owner_Occ,Percent_Renter_Occ,Median_Rent,Population1,"Total
Offenses",Crime Rate
549,Terrell Hills,199643,8.9,4.6,6.7,85.9,0.0,12.9,12.9,84.2,1.5857284440039645,79.4,20.6,1100,5036,101,1.7871326449563145
550,Texarkana,48054,21.2,22.8,19.8,42.6,26.0,18.4,18.4,44.7,11.059934532603345,50.7,49.3,913,35859,3089,23.34142056387518
551,Texas City,61359,13.8,16.9,13.6,20.8,16.4,12.5,12.5,35.0,6.3335068540690616,55.4,44.6,1137,56311,3433,18.415584876844665
552,The Colony,106518,6.6,7.2,5.3,10.1,10.0,4.1,4.1,25.1,4.2589707111081,60.5,39.5,1739,45357,2286,8.796878100403466
553,Thorndale,63581,3.8,5.2,5.5,8.1,0.0,10.1,10.1,62.5,0.6360424028268552,69.3,30.7,920,1312,5,2.2865853658536586
554,Tioga,74091,7.4,9.7,9.6,31.6,11.6,7.0,7.0,65.4,1.6605166051660518,71.8,28.2,1565,1220,7,1.639344262295082
555,Todd Mission,135804,0.0,8.5,5.4,0.0,15.4,5.8,5.8,-,0.0,100.0,0.0,-,126,7,0.0
556,Tomball,70829,9.4,12.6,10.4,13.1,20.6,6.6,6.6,36.4,5.981431271054145,49.0,51.0,1188,13322,809,12.535655307010959
557,Tom Bean,75682,0.0,9.9,4.9,10.3,8.5,3.5,3.5,0.0,0.0,64.0,36.0,1152,934,7,3.2119914346895073
558,Tool,65417,7.1,8.7,7.8,16.2,11.9,7.0,7.0,62.8,4.449244060475162,83.2,16.8,1121,2243,43,5.7958091841284
559,Trophy Club,183125,1.7,3.5,2.8,0.0,5.4,3.6,3.6,20.3,1.2872936543995157,91.2,8.8,1908,13794,257,2.464839785413948
560,Tulia,29408,33.7,38.3,28.0,56.3,25.1,18.4,18.4,8.1,15.659955257270694,61.4,38.6,739,4501,354,26.21639635636525
561,Tye,50139,9.8,10.4,9.9,2.1,16.2,9.5,9.5,-,3.3364226135310475,86.1,13.9,971,1192,38,13.422818791946309
562,Tyler,63056,13.5,13.4,10.1,16.7,13.6,10.5,10.5,33.7,7.0172842429264835,54.9,45.1,1113,108422,7357,17.83770821420007
563,Universal City,71287,12.6,10.8,10.9,17.0,15.4,11.4,11.4,18.9,6.5015479876160995,55.7,44.3,1171,19903,1510,17.183339195096217
564,University Park,250000+,4.6,5.0,2.6,0.0,16.1,11.2,11.2,4.6,3.809609582564057,83.6,16.4,2686,24918,482,1.0835540573079703
565,Uvalde,47289,31.2,26.5,24.0,45.8,13.5,22.9,22.9,52.1,10.053774419712749,62.4,37.6,1061,15410,1310,28.487994808565865
566,Valley Mills,43000,12.4,8.0,13.2,6.2,24.9,10.0,10.0,0.0,2.021018593371059,60.9,39.1,1137,1256,44,10.350318471337578
567,Van,61506,14.6,19.7,13.9,60.2,11.7,6.9,6.9,34.9,3.9985190670122175,69.7,30.3,1026,2825,115,5.663716814159292
568,Van Alstyne,75882,0.0,2.3,2.0,0.0,0.0,1.0,1.0,-,0.0,70.4,29.6,1178,6023,206,6.807238917482982
569,Venus,94612,8.0,9.8,11.2,24.0,11.1,1.7,1.7,0.0,1.7224880382775118,92.5,7.5,1442,7843,233,7.012622720897616
570,Vernon,47528,20.8,14.3,15.1,27.4,19.8,6.6,6.6,44.1,8.30223880597015,56.3,43.7,808,9945,437,13.876319758672699
571,Victoria,64832,15.8,20.2,14.4,24.3,19.3,10.9,10.9,40.6,6.1559914765605415,60.8,39.2,1094,65165,4335,17.448016573313897
572,Vidor,56866,9.5,6.5,8.7,23.2,7.8,6.3,6.3,11.3,3.140651085141903,73.8,26.2,791,9671,379,10.029986557749973
573,Waco,47421,23.4,26.0,15.2,28.1,20.1,14.3,14.3,43.2,12.376455919472068,47.3,52.7,1038,140911,10647,23.454520938748573
574,Wake Village,65595,11.6,23.0,12.6,43.6,21.8,1.8,1.8,0.0,10.47554577762735,55.6,44.4,916,5861,165,8.701586759938577
575,Waller,36160,10.4,29.8,26.5,0.0,42.4,20.3,20.3,29.7,13.880320789636029,28.8,71.2,1003,2846,90,7.027406886858748
576,Wallis,38531,25.6,13.1,18.5,9.1,12.8,27.4,27.4,69.2,17.12789827973074,58.7,41.3,700,1302,20,4.608294930875576
577,Watauga,88775,9.0,10.0,9.3,8.0,9.8,11.6,11.6,26.8,3.5752515521301644,77.2,22.8,1744,23027,972,8.120901550353933
578,Waxahachie,80044,8.9,9.6,7.7,18.9,10.5,6.8,6.8,14.4,3.511201226447752,60.2,39.8,1387,45422,2137,8.41002157544802
579,Weatherford,78765,6.5,11.2,8.7,21.1,13.7,7.2,7.2,19.7,3.243385201234325,65.1,34.9,1350,36796,2123,13.642787259484727
580,Webster,58555,9.3,12.6,8.7,16.9,12.3,7.4,7.4,21.9,5.031499370012599,16.3,83.7,1249,11952,2316,21.586345381526105
581,Weimar,60697,8.5,5.4,9.0,33.6,8.1,2.5,2.5,0.0,1.5902366863905326,75.1,24.9,521,2083,62,4.800768122899664
582,Weslaco,53517,21.0,28.1,20.8,39.7,17.7,21.0,21.0,39.7,10.995490808185918,59.5,40.5,884,41478,3419,23.36178214957327
583,West,51875,18.6,13.3,13.6,28.7,12.0,10.6,10.6,0.0,5.606694560669457,60.4,39.6,898,2587,60,6.184770003865481
584,West Columbia,70086,6.1,11.3,6.6,18.7,0.0,4.6,4.6,0.0,6.021446246906791,63.8,36.2,972,3587,145,14.218009478672984
585,West Lake Hills,210000,10.4,6.5,5.4,0.0,14.1,16.7,16.7,0.0,7.052058111380146,88.2,11.8,1566,3220,175,4.037267080745342
586,West Orange,63409,19.7,11.7,4.6,7.5,3.9,6.1,6.1,80.8,13.623103850641774,75.1,24.9,1268,3418,162,11.410181392627267
587,Westover Hills,250000+,6.5,3.2,1.9,-,0.0,9.4,9.4,0.0,4.9813200498132,89.8,10.2,2237,638,17,7.836990595611285
588,West University Place,250000+,0.9,2.5,1.3,0.0,12.4,3.1,3.1,3.1,0.6348994185657956,92.6,7.4,3500+,14524,353,1.5835857890388323
589,Wharton,37722,13.7,27.6,22.9,41.7,28.5,7.9,7.9,42.7,8.360399374473717,45.2,54.8,784,8627,700,16.459951315636953
590,Whitehouse,72900,8.3,15.6,11.3,31.3,10.3,14.7,14.7,46.9,6.501001059945826,71.0,29.0,1585,9175,200,6.975476839237057
591,White Oak,94273,8.3,11.8,8.9,2.3,15.4,8.6,8.6,2.3,9.741935483870968,69.9,30.1,1107,6147,166,9.110135025215552
592,White Settlement,52999,7.9,12.4,11.1,18.4,11.5,10.5,10.5,20.9,4.8033196907685305,60.1,39.9,1185,17954,985,11.418068397014594
593,Wichita Falls,55584,15.3,20.1,13.6,31.5,18.3,9.9,9.9,33.0,8.679028443874733,56.3,43.7,949,103337,8346,25.344261977800787
594,Willis,55876,5.9,9.5,7.6,10.2,5.3,4.6,4.6,0.0,4.272713250038562,61.0,39.0,1307,6986,473,19.896936730604065
595,Willow Park,104931,5.3,13.3,9.9,0.0,1.3,19.6,19.6,0.0,9.748743718592964,86.3,13.7,2303,5427,279,9.028929426939378
596,Wills Point,55100,22.3,28.9,20.6,59.0,10.2,7.2,7.2,33.3,6.79532481652623,51.6,48.4,848,3977,80,5.7832537088257485
597,Wilmer,63003,24.5,12.0,17.0,23.6,18.7,10.3,10.3,33.9,3.3274266587911008,64.7,35.3,1199,5590,251,11.449016100178891
598,Windcrest,85984,14.8,10.9,7.8,9.6,17.2,9.2,9.2,0.0,3.5161744022503516,89.5,10.5,1334,5793,1080,17.089590885551527
599,Wink,111417,6.0,12.3,5.6,12.5,3.3,7.4,7.4,-,3.1697341513292434,84.0,16.0,183,844,12,3.554502369668246
600,Winnsboro,53983,14.9,15.6,16.0,47.0,28.1,6.3,6.3,10.7,6.5740740740740735,57.0,43.0,964,3581,163,7.539793353811784
601,Winters,44426,11.8,24.3,15.9,29.8,15.8,6.5,6.5,0.0,9.94475138121547,75.1,24.9,658,2363,79,6.771053745239103
602,Wolfforth,100703,3.6,7.6,4.8,4.9,6.7,6.9,6.9,14.1,0.969529085872576,78.9,21.1,1388,6482,180,6.479481641468682
603,Woodbranch,79375,39.4,16.2,16.1,22.8,17.3,18.4,18.4,9.7,1.734820322180917,92.1,7.9,1420,1497,0,0.0
604,Woodsboro,57143,0.0,2.6,1.9,0.0,4.7,0.0,0.0,0.0,1.3039934800325998,80.8,19.2,919,1275,26,7.058823529411765
605,Woodville,42778,17.7,11.9,13.4,4.1,26.4,8.9,8.9,11.4,7.927677329624479,47.9,52.1,941,2471,78,5.6657223796034
606,Woodway,111014,2.8,5.0,1.8,5.9,7.0,4.1,4.1,37.4,1.668819982773471,87.8,12.2,1720,9514,238,1.6817321841496742
607,Wortham,42574,20.3,18.5,19.7,12.0,22.4,21.1,21.1,-,6.60377358490566,57.2,42.8,844,1015,53,7.881773399014778
608,Wylie,109465,6.3,5.2,4.8,19.3,3.5,4.1,4.1,1.3,3.302849103060148,76.7,23.3,1844,60910,1127,6.402889509111804
609,Yoakum,44627,12.1,16.2,10.7,15.2,12.4,3.0,3.0,0.0,8.551236749116606,68.0,32.0,849,5958,79,2.853306478684122
610,Zavalla,-,22.7,26.0,17.9,47.0,7.6,17.5,17.5,33.3,14.85148514851485,77.4,22.6,850,610,34,9.836065573770492
