,City,Median_Household_Income,Percent_Male,Percent_Female,Percent_over_25y,Percent_HS_less,Percent_HS,Percent_Some_Col_Assoc,Percent_BS_over,Percent_unemployed,Population,Population_Below_Poverty,Poverty_Rate,Percent_Owner_Occ,Percent_Renter_Occ,Median_Rent
207,Clifton ,56500,19.6,24.1,14.9,22.9,7.6,26.2,26.2,0.0,3239,133,4.1062056190182155,66.9,33.1,964
208,Clint ,40977,16.8,30.6,15.7,10.7,8.7,10.6,10.6,100.0,1003,153,15.254237288135593,78.8,21.2,1025
209,Clute ,68306,6.5,12.4,6.1,11.4,11.0,2.3,2.3,4.5,10526,386,3.6671100133003987,50.7,49.3,1189
210,Clyde ,60799,10.9,12.9,9.3,15.3,17.1,5.8,5.8,24.0,3765,149,3.9575033200531204,74.8,25.2,1010
211,Coahoma ,69375,12.2,12.1,11.2,91.8,6.4,0.0,0.0,0.0,748,70,9.358288770053475,84.8,15.2,975
212,Cockrell Hill ,49810,7.3,9.5,6.8,9.7,4.8,6.7,6.7,23.6,3778,57,1.5087347803070408,72.0,28.0,1009
213,Coffee City ,57917,2.1,6.3,4.7,0.0,0.0,12.5,12.5,0.0,253,9,3.557312252964427,82.7,17.3,1423
214,Coldspring ,47587,10.3,14.2,12.7,13.5,20.7,5.6,5.6,28.3,1132,23,2.0318021201413425,58.2,41.8,749
215,Coleman ,49588,21.9,19.8,15.1,11.2,10.9,25.0,25.0,70.3,3896,30,0.7700205338809034,64.8,35.2,731
216,College Station ,52397,28.4,28.5,9.7,31.5,14.6,11.0,11.0,51.7,106804,20130,18.847608703793867,36.3,63.7,1129
217,Colleyville ,196298,3.1,3.6,3.7,0.7,6.4,5.0,5.0,3.3,25845,425,1.644418649642097,95.9,4.1,2785
218,Collinsville ,59525,9.1,13.0,12.7,27.6,10.0,11.1,11.1,0.0,1740,61,3.505747126436782,59.6,40.4,1108
219,Colmesneil ,47250,16.3,15.7,13.0,18.8,26.1,8.7,8.7,0.0,717,20,2.789400278940028,73.4,26.6,805
220,Colorado City ,46961,5.6,15.6,12.3,31.1,11.9,7.4,7.4,0.0,3806,92,2.417235943247504,58.5,41.5,768
221,Columbus ,56250,11.6,11.5,8.2,19.9,6.9,2.1,2.1,0.0,3427,213,6.215348701488182,74.2,25.8,856
222,Comanche ,47628,12.1,20.8,9.3,14.3,13.1,4.8,4.8,10.0,4076,100,2.4533856722276743,69.8,30.2,814
223,Combes ,39555,18.2,16.8,14.5,20.8,8.7,17.9,17.9,4.2,3080,150,4.870129870129871,81.8,18.2,859
224,Combine ,90313,6.3,6.9,5.9,13.9,3.2,2.5,2.5,0.0,2606,66,2.532617037605526,90.9,9.1,1500
225,Commerce ,41382,21.9,27.4,16.4,24.9,28.5,11.1,11.1,14.8,7110,1079,15.175808720112519,39.6,60.4,913
226,Como ,63250,7.9,12.8,13.2,24.0,8.4,11.5,11.5,45.0,560,21,3.75,58.8,41.2,883
227,Conroe ,71630,11.2,12.4,9.9,20.8,13.8,9.2,9.2,22.1,91133,4508,4.946616483600891,56.1,43.9,1255
228,Converse ,77237,14.3,15.3,9.3,23.5,9.8,12.0,12.0,17.6,27841,1432,5.143493409001113,74.9,25.1,1403
229,Cool ,55250,12.9,18.3,16.8,0.0,10.0,23.1,23.1,-,122,11,9.01639344262295,77.6,22.4,-
230,Coolidge ,42222,12.0,14.0,14.1,9.0,30.7,8.0,8.0,0.0,850,43,5.0588235294117645,62.2,37.8,769
231,Cooper ,44028,23.7,28.8,24.8,61.8,25.0,15.9,15.9,33.3,1847,264,14.29344883595019,54.9,45.1,873
232,Coppell ,143817,2.1,3.2,2.3,3.5,4.1,4.5,4.5,2.9,42446,367,0.8646279979267776,70.5,29.5,1743
233,Copperas Cove ,64798,8.8,9.7,8.9,23.4,13.4,7.6,7.6,24.0,35876,1275,3.5539079050061324,56.2,43.8,962
234,Copper Canyon ,135938,1.2,0.9,1.3,0.0,4.3,0.0,0.0,0.0,2125,22,1.035294117647059,96.0,4.0,1946
235,Corinth ,116083,4.9,4.7,4.4,12.4,4.4,5.3,5.3,0.0,22481,559,2.4865441928739824,76.2,23.8,1676
236,Corpus Christi ,64449,15.5,19.0,13.8,26.4,16.4,12.3,12.3,34.0,310235,23885,7.699002369171756,57.3,42.7,1178
237,Corrigan ,42212,19.6,32.2,24.3,22.3,26.2,28.3,28.3,46.1,1931,175,9.062661833247022,43.5,56.5,691
238,Corsicana ,49353,16.4,19.0,14.6,13.0,21.9,14.9,14.9,29.8,24164,1516,6.27379572918391,54.3,45.7,966
239,Cottonwood ,102250,5.3,15.3,7.3,0.0,6.0,12.6,12.6,75.0,371,15,4.0431266846361185,77.6,22.4,-
240,Cottonwood Shores ,60817,5.0,6.8,7.4,29.4,2.8,8.5,8.5,59.1,1481,24,1.6205266711681297,79.0,21.0,925
241,Cotulla ,68431,32.7,42.1,24.3,18.3,21.4,67.6,67.6,14.0,3668,483,13.16793893129771,75.7,24.3,848
242,Coupland ,83750,17.1,1.9,15.6,0.0,28.5,5.6,5.6,0.0,481,38,7.900207900207901,86.4,13.6,1375
243,Cove ,81429,9.4,21.4,13.2,31.6,12.1,8.8,8.8,12.5,399,8,2.0050125313283207,67.8,32.2,1000
244,Covington ,-,1.7,0.0,1.2,0.0,0.0,2.5,2.5,-,281,0,0.0,79.5,20.5,890
245,Coyote Flats ,61250,11.0,25.0,10.2,31.3,0.8,20.8,20.8,0.0,337,6,1.7804154302670623,91.1,8.9,1406
246,Crandall ,101829,6.7,9.1,6.6,22.4,12.7,2.2,2.2,5.8,4028,189,4.692154915590864,88.4,11.6,1152
247,Crane ,73977,4.0,3.2,5.8,5.1,3.5,7.9,7.9,51.4,3417,88,2.5753585016095992,79.8,20.2,913
248,Cranfills Gap ,58125,13.6,29.0,17.6,27.0,13.2,26.2,26.2,-,307,22,7.166123778501629,57.6,42.4,807
249,Crawford ,78333,8.2,10.8,8.3,12.5,6.2,11.2,11.2,13.0,852,53,6.220657276995305,88.0,12.0,1075
250,Creedmoor ,67321,11.5,3.2,6.3,36.1,6.5,0.0,0.0,-,407,24,5.896805896805897,87.3,12.7,2036
251,Cresson ,75455,25.3,13.8,14.6,49.1,15.6,7.5,7.5,0.0,1435,215,14.982578397212542,74.8,25.2,1333
252,Crockett ,37500,25.2,29.0,21.2,29.2,31.1,11.6,11.6,29.0,6019,674,11.197873400897159,46.5,53.5,742
253,Crosbyton ,47083,21.7,31.2,24.6,49.6,19.4,16.9,16.9,52.0,1591,87,5.4682589566310495,62.3,37.7,513
254,Cross Plains ,48516,12.7,11.6,8.5,10.7,9.8,9.8,9.8,0.0,1143,50,4.374453193350831,59.0,41.0,531
255,Cross Roads ,127054,2.7,1.5,2.1,0.0,0.0,3.3,3.3,0.0,1716,31,1.8065268065268065,92.2,7.8,1906
256,Cross Timber ,41136,2.2,48.6,24.5,33.3,5.3,48.6,48.6,51.7,530,0,0.0,97.1,2.9,-
257,Crowell ,37266,7.0,38.6,10.7,29.3,10.1,6.7,6.7,0.0,730,189,25.89041095890411,56.0,44.0,536
258,Crowley ,88333,5.9,6.7,5.4,10.1,10.5,3.1,3.1,18.0,18371,470,2.5583800555222904,72.5,27.5,1599
259,Crystal City ,49211,25.6,35.5,21.2,30.3,23.0,21.8,21.8,74.4,6279,857,13.648670170409302,68.4,31.6,806
260,Cuero ,53386,18.7,25.9,22.4,42.4,26.7,12.4,12.4,8.3,6375,369,5.788235294117647,55.1,44.9,940
261,Cumby ,56786,12.4,21.0,15.6,4.9,16.5,18.7,18.7,32.0,749,50,6.675567423230974,68.2,31.8,869
262,Cuney ,26406,12.3,49.1,20.5,12.5,46.8,0.0,0.0,0.0,163,7,4.294478527607362,89.5,10.5,-
263,Cushing ,58056,8.8,20.1,14.3,31.9,18.6,2.3,2.3,57.9,717,80,11.157601115760112,84.0,16.0,635
264,Cut and Shoot ,69667,5.4,8.2,6.9,10.0,7.6,6.0,6.0,0.0,1003,45,4.48654037886341,94.5,5.5,961
265,Daingerfield ,40573,23.8,32.3,18.9,11.7,29.8,17.4,17.4,82.4,2415,160,6.625258799171843,66.5,33.5,718
266,Daisetta ,56466,12.9,16.8,12.1,36.9,13.0,0.0,0.0,18.9,1059,102,9.631728045325778,77.4,22.6,960
267,Dalhart ,75000,7.4,9.8,7.5,0.1,3.9,17.8,17.8,54.6,7794,246,3.1562740569668977,78.1,21.9,1133
268,Dallas ,63985,15.4,19.7,13.7,23.5,20.4,12.0,12.0,31.5,1286265,102343,7.9566030328120565,41.9,58.1,1305
269,Dalworthington Gardens ,108750,5.3,2.3,2.9,7.4,1.7,3.8,3.8,0.0,2437,68,2.790315962248666,83.1,16.9,1737
270,Danbury ,79018,6.2,5.3,6.1,0.0,8.3,5.4,5.4,21.2,1465,11,0.7508532423208191,84.3,15.7,1063
271,Darrouzett ,59000,7.9,23.9,14.5,5.3,15.8,15.0,15.0,75.0,260,28,10.76923076923077,55.7,44.3,763
272,Dawson ,42083,10.5,17.6,15.0,30.2,12.8,18.7,18.7,17.9,1058,93,8.790170132325143,60.6,39.4,603
273,Dayton ,59848,15.5,18.0,14.9,48.9,10.0,6.5,6.5,55.2,8345,263,3.151587777112043,66.9,33.1,986
274,Dayton Lakes ,18333,87.8,60.7,77.6,100.0,38.5,70.0,70.0,85.7,69,0,0.0,100.0,0.0,-
275,Dean ,49931,4.7,5.4,5.4,13.3,5.0,5.0,5.0,100.0,453,8,1.7660044150110374,94.4,5.6,-
276,Decatur ,70579,2.5,7.0,7.5,12.6,16.2,0.0,0.0,0.0,6429,169,2.6287136413128014,64.2,35.8,889
277,DeCordova ,115013,1.5,2.5,2.5,0.0,8.6,5.2,5.2,0.0,3035,44,1.4497528830313016,97.0,3.0,-
278,Deer Park ,89219,6.8,7.9,7.0,16.2,10.8,4.8,4.8,7.7,33830,1027,3.035767070647354,76.6,23.4,1255
279,De Kalb ,38920,25.6,21.4,23.7,26.1,31.3,18.6,18.6,72.9,1488,144,9.67741935483871,53.8,46.2,814
280,De Leon ,40720,12.5,10.9,10.7,12.0,15.2,0.0,0.0,8.9,2060,64,3.1067961165048543,76.1,23.9,536
281,Dell City ,37721,25.7,0.0,12.0,29.0,0.0,0.0,0.0,0.0,82,0,0.0,49.0,51.0,-
282,Del Rio ,57072,17.6,20.0,18.6,33.3,20.6,13.0,13.0,32.9,33408,2920,8.740421455938698,66.7,33.3,861
283,Denison ,58930,18.1,18.0,13.3,18.6,17.1,13.1,13.1,26.1,24428,1707,6.987882757491404,60.6,39.4,1058
284,Denton ,71921,15.2,16.2,8.2,13.2,10.1,9.2,9.2,36.0,132939,11187,8.41513776995464,49.4,50.6,1264
285,Denver City ,81449,17.1,4.9,7.8,5.1,3.3,17.1,17.1,25.0,4394,267,6.0764679107874375,72.5,27.5,1042
286,Deport ,38333,17.8,17.9,16.6,18.6,30.7,6.2,6.2,0.0,756,86,11.375661375661375,64.9,35.1,593
287,DeSoto ,81736,8.3,8.2,7.2,11.4,9.3,6.9,6.9,8.5,55046,2275,4.132907023216946,70.1,29.9,1414
288,Detroit ,40781,28.1,23.8,22.6,72.2,19.0,17.1,17.1,71.4,628,93,14.808917197452228,65.9,34.1,492
289,Devers ,70000,4.2,5.5,3.2,17.4,0.0,0.9,0.9,0.0,410,19,4.634146341463414,96.4,3.6,-
290,Devine ,45616,18.0,16.9,17.2,58.2,14.9,1.6,1.6,-,4264,453,10.623827392120075,70.0,30.0,662
291,Diboll ,55399,25.0,26.8,14.5,19.0,16.0,13.0,13.0,26.6,4103,547,13.33170850597124,68.7,31.3,525
292,Dickens ,40875,19.3,29.5,21.4,33.3,19.0,16.3,16.3,-,166,11,6.626506024096386,92.3,7.7,-
293,Dickinson ,81739,10.5,14.8,9.2,21.7,15.4,5.7,5.7,25.6,21475,1617,7.529685681024446,79.0,21.0,1163
294,Dilley ,59044,11.9,23.0,16.3,33.8,11.2,7.0,7.0,90.0,2599,151,5.809926894959601,73.1,26.9,669
295,Dimmitt ,64848,11.9,10.8,8.4,11.9,7.4,3.7,3.7,85.9,4116,294,7.142857142857142,58.5,41.5,840
296,DISH ,132667,0.4,2.2,1.8,0.0,0.0,1.7,1.7,0.0,536,2,0.3731343283582089,98.5,1.5,-
297,Dodd City ,91250,9.2,11.3,13.5,52.5,4.7,19.0,19.0,0.0,446,34,7.623318385650224,57.3,42.7,1500
298,Dodson ,-,47.4,18.2,21.9,41.7,20.0,0.0,0.0,100.0,41,11,26.82926829268293,75.0,25.0,-
299,Domino ,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,21,0,0.0,100.0,0.0,-
300,Donna ,34049,35.1,40.6,29.3,47.5,28.3,15.6,15.6,60.0,16735,3369,20.131461009859574,59.5,40.5,694
301,Dorchester ,-,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,23,0,0.0,75.0,25.0,-
302,Double Oak ,187115,3.5,3.0,2.7,4.8,4.4,4.8,4.8,0.0,3039,39,1.2833168805528135,97.3,2.7,-
303,Double Horn ,67237,0.0,0.0,0.0,-,0.0,0.0,0.0,-,364,0,0.0,100.0,0.0,-
304,Douglassville ,29375,27.2,35.1,33.5,71.7,37.3,2.6,2.6,0.0,290,4,1.3793103448275863,82.4,17.6,-
305,Draper ,-,-,-,-,-,-,-,-,-,0,0,,-,-,-
306,Dripping Springs ,104141,2.1,4.2,4.9,24.5,14.0,8.4,8.4,61.2,5431,96,1.767630270668385,55.4,44.6,2015
307,Driscoll ,35246,35.5,47.7,29.5,36.8,25.5,3.0,3.0,100.0,722,253,35.041551246537395,33.3,66.7,1085
308,Dublin ,52153,39.9,15.1,23.8,29.2,43.9,19.4,19.4,0.0,3342,422,12.627169359664872,76.9,23.1,973
309,Dumas ,65379,13.2,15.2,14.6,11.0,25.0,8.0,8.0,52.6,14201,692,4.872896274910218,67.2,32.8,1000
310,Duncanville ,66601,8.5,11.6,8.2,12.1,6.5,10.6,10.6,22.6,40085,1754,4.375701634027691,64.5,35.5,1458
311,Eagle Lake ,50526,4.0,16.7,9.7,3.4,11.9,10.2,10.2,26.2,3417,220,6.438396254023998,81.5,18.5,1024
312,Eagle Pass ,52254,19.5,26.9,18.7,37.0,18.2,14.6,14.6,20.5,27900,2517,9.021505376344086,56.4,43.6,730
313,Early ,60313,5.5,16.5,7.4,11.5,14.9,7.6,7.6,0.0,3063,201,6.562193927522038,70.7,29.3,1076
314,Earth ,52386,13.0,11.5,10.2,10.3,18.3,1.3,1.3,0.0,999,44,4.404404404404405,76.2,23.8,804
315,East Bernard ,72500,10.7,2.9,8.8,13.1,7.4,10.3,10.3,0.0,2218,83,3.7421100090171326,83.3,16.7,1130
316,Eastland ,55802,16.0,16.2,18.1,38.3,20.9,5.1,5.1,43.5,3527,360,10.20697476609016,61.8,38.2,761
317,East Mountain ,67500,2.6,8.6,7.6,14.9,1.7,11.3,11.3,69.2,918,25,2.7233115468409586,75.7,24.3,1181
318,Easton ,32500,46.0,20.2,28.3,28.8,34.8,15.1,15.1,-,415,52,12.530120481927712,85.0,15.0,-
319,East Tawakoni ,48992,5.4,7.6,7.6,8.9,8.9,6.3,6.3,16.7,893,16,1.7917133258678613,67.9,32.1,890
320,Ector ,63281,17.5,19.3,9.8,18.4,9.4,8.6,8.6,100.0,920,68,7.391304347826087,46.1,53.9,1050
321,Edcouch ,38594,23.6,27.5,22.1,40.1,12.6,9.9,9.9,41.8,2754,141,5.119825708061002,52.7,47.3,577
322,Eden ,45000,28.0,16.2,16.3,13.8,16.0,22.6,22.6,0.0,1004,101,10.059760956175298,73.1,26.9,656
323,Edgecliff Village ,84045,6.4,3.2,3.7,9.3,4.0,3.2,3.2,17.3,3715,115,3.095558546433378,90.1,9.9,1690
324,Edgewood ,70197,8.1,18.5,7.9,18.9,4.4,10.2,10.2,0.0,1686,56,3.3214709371292996,64.2,35.8,959
325,Edinburg ,54139,24.2,27.2,19.7,42.5,22.0,17.8,17.8,31.8,95963,9670,10.076800433500411,53.6,46.4,920
326,Edmonson ,48194,3.0,0.0,3.0,14.3,0.0,0.0,0.0,0.0,114,0,0.0,65.1,34.9,-
327,Edna ,60361,22.4,15.5,19.4,36.7,15.0,18.3,18.3,48.9,5828,223,3.826355525051476,66.0,34.0,942
328,Edom ,98333,3.7,3.6,4.9,21.4,6.1,3.3,3.3,16.7,301,3,0.9966777408637874,92.9,7.1,-
329,El Campo ,62667,16.7,18.3,14.3,31.3,12.1,8.1,8.1,45.6,12122,893,7.366771159874608,56.8,43.2,974
330,El Cenizo ,36389,33.6,42.0,32.0,41.4,29.0,8.4,8.4,48.0,2214,443,20.009033423667567,74.9,25.1,536
331,Eldorado ,47870,15.7,21.0,18.7,41.1,19.4,10.4,10.4,16.0,1936,206,10.640495867768596,84.9,15.1,607
332,Electra ,44922,18.6,22.0,20.4,40.3,18.7,17.5,17.5,49.0,2039,203,9.955860716037273,66.2,33.8,705
333,Elgin ,85014,10.3,10.1,7.8,20.7,8.9,0.2,0.2,7.8,9806,910,9.280032633081786,63.0,37.0,1128
334,Elkhart ,61000,9.3,14.9,13.2,21.6,16.1,8.5,8.5,20.7,1135,35,3.0837004405286343,63.0,37.0,778
335,El Lago ,99375,2.9,4.0,2.7,7.6,0.9,3.0,3.0,11.1,3039,70,2.303389272787101,83.3,16.7,1362
336,Ellinger ,62750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,210,0,0.0,81.9,18.1,721
337,Elmendorf ,55313,17.1,19.6,15.9,29.9,10.8,9.2,9.2,58.1,2417,332,13.736036408771204,80.3,19.7,1292
338,El Paso ,55710,16.8,21.0,15.6,32.3,17.7,13.0,13.0,30.8,670676,54593,8.13999606367307,59.5,40.5,976
339,Elsa ,44505,21.1,15.4,16.5,34.5,12.0,16.9,16.9,0.0,5620,317,5.640569395017794,74.0,26.0,691
340,Emhouse ,46000,0.0,17.7,14.6,0.0,20.0,25.8,25.8,-,160,6,3.75,87.0,13.0,-
341,Emory ,38750,12.6,21.3,14.1,12.1,17.1,13.1,13.1,15.0,1309,106,8.097784568372804,45.1,54.9,916
342,Enchanted Oaks ,94375,6.2,3.6,4.7,0.0,7.1,6.5,6.5,0.0,251,8,3.187250996015936,91.7,8.3,1150
343,Encinal ,49216,21.0,14.1,14.3,12.7,6.5,20.7,20.7,0.0,1338,65,4.857997010463378,91.2,8.8,910
344,Ennis ,73176,11.6,11.5,9.0,12.8,13.5,7.6,7.6,13.1,20438,760,3.718563460221157,63.5,36.5,1176
345,Escobares ,29141,43.9,53.2,42.3,53.4,40.7,23.9,23.9,85.1,2578,448,17.377812257564003,69.6,30.4,768
346,Estelline ,-,29.3,0.0,12.1,42.9,10.0,0.0,0.0,20.0,96,1,1.0416666666666665,59.5,40.5,-
347,Euless ,77403,7.7,8.7,6.7,21.3,4.9,6.1,6.1,28.2,60180,2178,3.6191425722831503,39.5,60.5,1497
348,Eureka ,66250,10.6,23.6,14.9,21.1,12.3,13.2,13.2,23.1,238,3,1.2605042016806722,83.3,16.7,-
349,Eustace ,50642,27.4,20.7,17.8,17.7,12.7,26.9,26.9,100.0,1439,61,4.2390548992355805,62.9,37.1,775
350,Evant ,41196,12.9,8.2,8.9,12.3,5.1,16.0,16.0,18.2,536,9,1.6791044776119404,57.1,42.9,716
351,Everman ,56420,20.5,25.4,22.1,31.0,29.5,8.0,8.0,1.5,6102,556,9.111766633890529,57.6,42.4,1185
352,"Fairchilds village, Texas",58603,11.7,17.8,16.9,9.5,24.4,12.7,12.7,0.0,814,48,5.896805896805897,76.7,23.3,991
353,Fairfield ,48512,19.8,31.1,20.3,20.2,28.2,15.7,15.7,0.0,2651,173,6.525839305922293,46.7,53.3,900
354,Fair Oaks Ranch ,150237,4.2,1.6,2.7,0.0,9.9,4.8,4.8,0.0,9917,210,2.1175758798023594,97.3,2.7,2316
355,Fairview ,103219,11.0,17.9,9.5,16.0,48.6,1.1,1.1,63.3,10354,1243,12.005022213637242,72.0,28.0,1703
356,Falfurrias ,31275,42.6,25.4,26.0,70.5,11.9,17.3,17.3,100.0,4329,797,18.41071841071841,53.2,46.8,377
357,Falls City ,78750,18.1,15.4,12.5,0.0,21.7,0.0,0.0,-,900,111,12.333333333333334,63.2,36.8,1035
358,Farmers Branch ,88282,8.3,9.4,6.9,18.4,10.4,5.3,5.3,4.4,35713,1347,3.77173578248817,48.1,51.9,1701
359,Farmersville ,-,19.8,23.6,20.1,6.5,28.1,20.5,20.5,0.0,3560,677,19.01685393258427,68.2,31.8,1169
360,Farwell ,65625,11.2,5.1,4.5,8.1,2.3,5.2,5.2,-,1497,50,3.3400133600534407,70.8,29.2,1107
361,Fate ,121935,1.7,4.0,2.4,3.4,2.9,4.8,4.8,0.0,18996,427,2.247841650873868,89.9,10.1,2282
362,Fayetteville ,63958,2.4,6.7,4.6,0.0,4.0,9.1,9.1,-,288,6,2.083333333333333,87.4,12.6,1000
363,Ferris ,62036,13.0,9.2,5.6,6.5,10.3,3.7,3.7,100.0,2785,109,3.9138240574506282,58.6,41.4,1231
364,Flatonia ,66477,4.5,7.6,4.1,6.8,4.2,3.1,3.1,0.0,1759,12,0.6822057987492893,80.2,19.8,640
365,Florence ,51875,16.4,10.6,14.6,45.0,4.7,10.6,10.6,100.0,1010,38,3.762376237623762,58.8,41.2,893
366,Floresville ,60556,12.7,16.2,16.7,22.5,16.3,18.0,18.0,0.0,7009,730,10.415180482237124,66.6,33.4,1031
367,Flower Mound ,154471,3.3,5.2,3.3,22.9,6.6,4.2,4.2,16.9,76392,2343,3.067075086396481,82.9,17.1,2039
368,Floydada ,43938,18.1,27.0,19.3,17.5,30.1,22.6,22.6,29.6,2670,244,9.138576779026216,62.9,37.1,514
369,Follett ,80500,5.4,7.7,6.7,4.8,8.7,7.5,7.5,0.0,392,11,2.806122448979592,80.7,19.3,806
370,Forest Hill ,58713,8.1,14.3,9.7,16.7,5.9,6.3,6.3,16.6,13768,1185,8.60691458454387,70.1,29.9,1491
371,Forney ,102107,5.6,8.0,6.1,15.8,10.9,5.1,5.1,2.1,25146,555,2.2071104748270103,73.0,27.0,1466
372,Forsan ,73333,9.6,13.0,6.9,0.0,0.0,7.8,7.8,100.0,395,13,3.2911392405063293,43.1,56.9,385
373,Fort Stockton ,65657,28.7,28.2,19.5,43.6,20.9,10.9,10.9,27.1,7691,1096,14.250422571837213,65.7,34.3,872
374,Fort Worth ,72726,11.8,14.9,10.4,19.5,14.3,9.1,9.1,26.9,906671,55953,6.171257269726285,56.7,43.3,1313
375,Franklin ,49063,13.9,23.1,14.0,43.3,16.0,11.6,11.6,0.0,1228,60,4.88599348534202,53.1,46.9,773
376,Frankston ,56957,9.3,9.7,7.5,23.3,3.6,9.3,9.3,5.9,1245,46,3.6947791164658637,66.6,33.4,1023
377,Fredericksburg ,56858,10.6,12.0,10.0,32.1,12.9,8.0,8.0,61.1,10697,421,3.935682901748154,57.3,42.7,1296
378,Freeport ,50704,17.7,18.5,15.6,22.2,17.7,10.0,10.0,45.9,10724,1081,10.080193957478553,58.0,42.0,1043
379,Freer ,64438,9.8,15.8,8.9,24.9,7.9,4.6,4.6,1.3,2674,211,7.890800299177263,66.7,33.3,938
380,Friendswood ,121301,2.5,3.3,2.8,7.3,5.9,2.0,2.0,10.7,40614,736,1.8121829910868175,76.8,23.2,1636
381,Friona ,67837,6.4,14.2,7.7,18.9,5.5,0.0,0.0,31.5,4062,73,1.7971442639094042,75.5,24.5,786
382,Frisco ,144567,3.0,3.2,3.2,7.7,5.4,5.4,5.4,13.5,201381,3218,1.5979660444629833,67.2,32.8,1803
383,Fritch ,74130,7.2,6.6,5.9,10.6,9.1,4.3,4.3,35.4,2472,95,3.843042071197411,90.1,9.9,1150
384,Frost ,78000,6.7,14.1,9.9,28.2,0.9,8.1,8.1,50.0,729,51,6.995884773662551,80.9,19.1,1075
385,Fruitvale ,46500,22.7,26.8,16.2,23.7,13.4,13.4,13.4,83.3,475,23,4.842105263157895,61.5,38.5,608
386,Fulshear ,170602,0.7,2.1,2.0,0.0,8.4,2.4,2.4,11.8,21484,131,0.6097560975609756,94.0,6.0,1745
387,Fulton ,41900,5.2,14.0,10.7,3.4,14.9,7.6,7.6,0.0,1241,64,5.157131345688961,89.3,10.7,967
388,Gainesville ,49170,20.4,23.1,18.0,26.4,25.2,11.2,11.2,53.5,16931,1161,6.85724410844014,49.6,50.4,1037
389,Galena Park ,45614,27.4,33.7,20.4,22.4,21.9,14.4,14.4,36.6,10472,1502,14.343009931245227,68.0,32.0,1163
390,Gallatin ,78250,3.2,1.7,2.6,0.0,4.4,3.3,3.3,0.0,358,6,1.675977653631285,73.3,26.7,569
391,Galveston ,57453,18.9,19.6,14.9,26.5,18.1,15.1,15.1,35.3,49665,5149,10.367461995368972,46.3,53.7,1200
392,Ganado ,55938,7.4,15.6,7.7,13.1,2.6,10.0,10.0,-,2264,149,6.581272084805653,50.2,49.8,840
393,Garden Ridge ,156711,0.0,1.0,0.6,23.8,0.6,0.0,0.0,0.0,4146,4,0.0964785335262904,95.5,4.5,-
394,Garland ,71044,11.4,12.1,9.1,15.0,9.7,7.3,7.3,20.3,242973,12328,5.0738147860050296,62.0,38.0,1421
395,Garrett ,60625,16.2,14.2,12.0,18.4,9.8,4.5,4.5,26.7,1069,79,7.390084190832553,79.4,20.6,1016
396,Garrison ,40147,17.0,22.3,19.8,62.8,23.2,4.8,4.8,47.2,888,64,7.207207207207207,59.6,40.4,810
397,Gary City ,29063,20.4,43.9,19.9,0.0,23.1,31.1,31.1,0.0,276,19,6.884057971014493,86.2,13.8,533
398,Gatesville ,46536,12.1,11.0,10.7,32.9,12.7,5.6,5.6,21.5,6934,360,5.191808479953851,57.3,42.7,937
399,Georgetown ,87465,6.7,7.5,5.9,19.1,11.5,5.1,5.1,13.3,69831,1835,2.627772765677135,71.6,28.4,1575
400,George West ,46705,17.9,32.7,21.7,33.3,16.2,7.7,7.7,27.3,2614,185,7.077276205049731,63.1,36.9,823
401,Gholson ,71500,2.9,14.6,4.7,7.1,6.6,2.8,2.8,0.0,1084,65,5.996309963099631,75.8,24.2,835
402,Giddings ,63529,18.6,24.5,14.9,48.9,10.4,7.9,7.9,0.0,4882,203,4.158131913150348,61.3,38.7,1139
403,Gilmer ,43894,13.7,24.2,14.3,49.1,3.9,15.3,15.3,19.5,4575,418,9.136612021857923,55.8,44.2,848
404,Gladewater ,47749,21.5,39.3,18.4,20.8,26.5,13.6,13.6,7.4,5885,821,13.950722175021241,56.2,43.8,808
405,Glenn Heights ,87686,9.9,10.5,11.0,23.3,15.9,10.3,10.3,6.9,16433,595,3.620763098642975,86.0,14.0,1304
406,Glen Rose ,73804,4.8,11.0,8.8,28.6,5.8,6.5,6.5,35.3,2533,93,3.671535728385314,67.9,32.1,900
407,Godley ,56792,20.1,16.7,22.1,37.7,27.0,21.7,21.7,48.2,1785,226,12.661064425770308,81.1,18.9,1171
408,Goldsmith ,83077,0.0,5.1,4.0,22.6,0.0,0.0,0.0,0.0,234,3,1.282051282051282,77.2,22.8,-
409,Goldthwaite ,57022,2.5,8.8,6.0,3.1,13.5,1.3,1.3,0.0,1703,27,1.5854374633000587,73.8,26.2,608
410,Goliad ,39138,20.8,18.0,24.0,40.7,25.0,11.5,11.5,0.0,1721,179,10.400929692039512,68.1,31.9,703
411,Golinda ,47159,9.3,27.2,18.8,3.8,16.2,30.6,30.6,87.5,883,27,3.057757644394111,92.2,7.8,1550
412,Gonzales ,58542,13.0,22.2,16.5,24.3,17.0,11.8,11.8,0.0,6942,421,6.064534716220109,51.8,48.2,916
413,Goodlow ,64688,13.0,25.6,14.2,60.0,9.0,5.9,5.9,-,244,11,4.508196721311475,91.4,8.6,-
414,Goodrich ,40446,8.5,43.9,18.3,16.3,25.6,9.5,9.5,100.0,282,12,4.25531914893617,66.0,34.0,-
